"","Variable","Term","Beta","StandardError","Z","P","LRT","Wald","LogRank","HR","HRlower","HRupper"
"95","PTPRK","X81",0.0210809970362966,0.0430193741246156,0.490034954372666,0.624109164467703,0.624118313720446,0.624109164467703,0.624105415123189,1.02130477094708,0.938722447170365,1.11115211775687
"96","ZNF497","X114",-0.0215764201388029,0.0440481552028408,-0.489837089418252,0.624249182993772,0.623936269837931,0.624249182993772,0.624256188444259,0.978654685684465,0.897709088628047,1.06689907225502
"97","DSC3","X27",0.0214926663071763,0.0442436872728492,0.485779274558013,0.627123670300606,0.632653162027446,0.627123670300606,0.627101101490489,1.02172529729043,0.936858176531543,1.11428027130856
"98","ZC3H10","X109",-0.0207150621935958,0.0443421553235158,-0.467164079924867,0.640382490682175,0.640486610591748,0.640382490682175,0.640385672961134,0.979498020828165,0.897965087386409,1.06843393611075
"99","ISG15","X54",0.0190453526006034,0.0440641777475835,0.432218495252596,0.665582618219248,0.666654772265316,0.665582618219248,0.665584007892857,1.01922787220383,0.93489706300863,1.11116559948757
"100","BCAN","X6",0.0189025295452292,0.0444921995656467,0.424850417146474,0.670945721674006,0.67477394953097,0.670945721674006,0.671013297380421,1.01908231335983,0.933979696514817,1.11193933366874
"101","RGS10","X82",-0.017385001650713,0.0447477206891233,-0.388511445565957,0.697637585654139,0.697473104772062,0.697637585654139,0.69763840536114,0.982765245547948,0.900244466955819,1.07285027935009
"102","SLITRK5","X94",0.0162621101136756,0.043832161651193,0.371008627023372,0.710631106135525,0.710435705702127,0.710631106135525,0.710628710851808,1.01639505791928,0.932722688354656,1.10757347994297
"103","SIX1","X87",-0.0127836616226168,0.0422542648109232,-0.302541333515571,0.762239429187762,0.760328590676369,0.762239429187762,0.762237720646758,0.987297702300965,0.908827020997796,1.07254376294686
"104","SLC7A8","X92",0.0129232730397469,0.0427733767602251,0.302133570426083,0.762550242054486,0.762765507795843,0.762550242054486,0.762548635846505,1.01300713941941,0.93154479135364,1.10159326104281
"105","EFNA2","X30",-0.0109958232770641,0.0410933203774029,-0.267581766965482,0.789021267182887,0.789544411428243,0.789021267182887,0.789021394468943,0.989064409814747,0.912527322761041,1.07202094924928
"106","ZFP3","X110",-0.0102235140645811,0.0425844909497838,-0.240075995663229,0.81027134277824,0.810342594932212,0.81027134277824,0.810271568522994,0.989828568415567,0.910567194819352,1.07598933985974
"107","SYT3","X98",0.00907190389868777,0.0438844291392864,0.20672261384315,0.83622649556501,0.836091212129732,0.83622649556501,0.836226195241285,1.00911317833703,0.925945411723287,1.09975101534146
"108","DUSP9","X29",-0.0081401958677228,0.0431685325342688,-0.188567815254336,0.850431559925165,0.850212257009076,0.850431559925165,0.850430946172468,0.991892845810631,0.911422270560783,1.07946826553291
"109","ACE2","X1",-0.00787159096284945,0.0476135321604473,-0.165322558644124,0.868690103892549,0.867967749800754,0.868690103892549,0.868696962573848,0.992159308879166,0.903759133646498,1.08920624704925
"110","PCDHB14","X74",0.00635985319758049,0.0450707184892209,0.141108316236439,0.887784373984204,0.887796990030866,0.887784373984204,0.887784715685858,1.00638012000579,0.921293026769905,1.09932553108949
"111","ISY1-RAB43","X55",0.00355933624669396,0.0447594772011449,0.0795213990257,0.936617911547343,0.936607580960891,0.936617911547343,0.936618068922055,1.00356567820611,0.919277147477085,1.09558262514993
"112","SHANK1","X86",-0.00312104521553826,0.0435941999223187,-0.0715931298452478,0.942925707635898,0.942935111844833,0.942925707635898,0.942925707165418,0.996883820183055,0.915244435281971,1.08580540086714
"113","HSPA2","X46",-0.0023986496703869,0.0439626028275039,-0.0545611386977811,0.956488099442457,0.95647056572516,0.956488099442457,0.956488090520831,0.997604224790999,0.915244745658973,1.08737492789898
"114","PSG2","X80",-0.00242320284998046,0.0457474658610768,-0.0529691165263469,0.957756514597397,0.957566593010668,0.957756514597397,0.957755617060281,0.997579730736009,0.91202617531018,1.091158725611
"115","ARL2-SNX15","X3",-0.000765001985276522,0.0447200064726077,-0.0171064819891094,0.986351667790319,0.986348212736055,0.986351667790319,0.986351666242694,0.99923529055414,0.915381277243041,1.09077079760253
